orig_result,0_area,0_result,0_score,1_area,1_result,1_score,2_area,2_result,2_score,3_area,3_result,3_score,4_area,4_result,4_score,5_area,5_result,5_score,6_area,6_result,6_score,7_area,7_result,7_score,8_area,8_result,8_score,9_area,9_result,9_score
0.0,0,0,10550,1,0,6548,-2,0,11414,2,0,3732,-6,0,13761,-1,0,2938,-6,0,14790,3,0,2175,0,0,0,0,0,0
0.0,-14,1,7398,-10,1,9091,-23,0,10293,-16,1,7240,-23,0,10293,-17,1,7792,-26,0,10748,-21,1,7810,0,0,0,0,0,0
0.0,-37,0,33681,-36,0,28588,-45,0,45784,-38,0,31339,-47,0,52848,-40,0,34838,-47,0,58591,-42,0,38794,0,0,0,0,0,0
1.0,29,1,34510,26,1,38525,19,1,28950,26,1,38525,16,1,23406,29,1,42360,15,1,21666,29,1,43305,0,0,0,0,0,0
1.0,-7,1,4847,-4,1,8039,-7,1,3185,-4,1,8793,-10,1,1853,-4,1,8441,-11,0,4109,-7,1,7208,0,0,0,0,0,0
1.0,11,1,34515,11,1,38006,8,1,30671,11,1,40587,7,1,25555,13,1,40587,6,1,21878,22,1,47837,0,0,0,0,0,0
1.0,3,1,11794,8,1,16457,-1,1,10668,8,1,16457,-1,1,9592,8,1,16457,1,1,9592,11,1,18315,0,0,0,0,0,0
1.0,28,1,36213,28,1,38350,23,1,29931,28,1,38372,20,1,25834,23,1,34569,19,1,22692,29,1,40596,0,0,0,0,0,0
1.0,9,1,6652,29,1,20099,14,1,7214,35,1,28197,12,1,8728,32,1,32190,11,1,8552,29,1,41699,0,0,0,0,0,0
1.0,25,1,16538,25,1,18639,13,1,12387,24,1,15404,18,1,5374,17,1,15237,8,1,5393,16,1,14017,0,0,0,0,0,0
0.0,-17,0,3338,-14,0,551,-3,0,6551,-3,0,2117,-3,0,8256,-17,0,3562,-6,0,10279,-17,0,3562,0,0,0,0,0,0
1.0,25,1,55887,25,1,58416,24,1,47659,27,1,60055,24,1,40655,31,1,61622,23,1,35708,37,1,69666,0,0,0,0,0,0
0.0,-20,0,28519,-19,0,20653,-21,0,24237,-19,0,14377,-21,0,23908,-17,0,10341,-24,0,22480,-17,0,8439,0,0,0,0,0,0
1.0,17,1,36451,17,1,39919,16,1,29114,19,1,40016,15,1,22349,21,1,40016,14,1,18084,21,1,40016,0,0,0,0,0,0
1.0,4,1,11755,4,1,13197,4,1,10692,13,1,15922,4,1,10763,19,1,22472,3,1,9847,28,1,30035,0,0,0,0,0,0
1.0,25,1,28746,31,1,35453,19,1,25142,31,1,37621,20,1,23570,31,1,38796,25,1,21122,35,1,42664,0,0,0,0,0,0
1.0,18,1,15870,18,1,17433,11,1,13535,18,1,17433,10,1,12759,18,1,17433,10,1,10709,17,1,17446,0,0,0,0,0,0
1.0,56,1,83963,62,1,95466,34,1,70616,42,1,83581,34,1,62756,46,1,78830,34,1,57266,46,1,86581,0,0,0,0,0,0
1.0,-7,1,6903,-7,1,8125,-7,1,5731,-7,1,9128,-12,1,5627,-6,1,8888,-12,1,4405,35,1,61604,0,0,0,0,0,0
1.0,31,1,46444,34,1,56006,33,1,44049,39,1,62992,33,1,43019,46,1,75275,33,1,39263,46,1,77060,0,0,0,0,0,0
1.0,3,1,4159,3,1,5950,-2,1,2633,3,1,6504,-1,1,2759,3,1,5950,-3,1,2319,4,1,7259,0,0,0,0,0,0
0.0,-15,0,17390,-10,0,13272,-15,0,17390,-5,0,10408,-15,0,18743,-5,0,7709,-16,0,19606,-7,0,6790,0,0,0,0,0,0
0.0,-2,0,3500,4,0,9,-2,0,4541,4,0,-141,-3,0,7893,4,0,-141,-7,0,8777,4,0,-141,0,0,0,0,0,0
1.0,-1,1,7232,4,1,10872,-7,1,5385,10,1,13445,-5,1,4777,10,1,14269,-3,1,3894,11,1,14693,0,0,0,0,0,0
0.0,-19,0,36769,-12,0,26875,-12,0,33917,-11,0,23047,-12,0,33917,-6,0,20936,-19,0,38632,-6,0,19323,0,0,0,0,0,0
0.0,-4,0,10805,-1,0,2626,-4,0,10805,0,0,1436,-7,0,12049,8,1,2107,-7,0,12049,7,1,2217,0,0,0,0,0,0
0.0,-12,1,-293,-2,1,8143,-12,0,501,-2,1,9459,-12,0,2377,-2,1,9459,-18,0,4223,-2,1,11598,0,0,0,0,0,0
1.0,10,1,39483,24,1,43560,13,1,33607,24,1,46872,8,1,29084,24,1,46872,8,1,23974,24,1,47735,0,0,0,0,0,0
0.0,-33,0,24272,-32,0,23310,-32,0,26955,-31,0,25858,-32,0,30338,-32,0,25092,-35,0,30458,-32,0,24920,0,0,0,0,0,0
1.0,10,1,30313,10,1,33200,9,1,21079,12,1,35582,3,1,18503,12,1,35582,2,1,15600,12,1,37778,0,0,0,0,0,0
1.0,11,1,22011,24,1,25707,11,1,17333,24,1,26498,10,1,13741,24,1,26498,10,1,11957,27,1,28001,0,0,0,0,0,0
1.0,-8,1,1034,-5,1,1749,-6,1,-355,-8,1,1668,-9,1,-1070,-3,1,1661,-10,1,-1207,1,1,3302,0,0,0,0,0,0
1.0,-3,1,5493,8,1,21590,-3,1,6063,8,1,24852,-2,1,6222,9,1,25229,-2,1,6277,8,1,28983,0,0,0,0,0,0
0.0,-42,0,66387,-33,0,52779,-42,0,67279,-32,0,45590,-42,0,70012,-32,0,39288,-42,0,75406,-31,0,37105,0,0,0,0,0,0
1.0,21,1,37771,24,1,55358,24,1,32825,27,1,52958,23,1,30826,30,1,55511,23,1,27655,34,1,63758,0,0,0,0,0,0
1.0,13,1,8638,13,1,9758,12,1,7333,16,1,10541,12,1,6241,74,1,116343,-15,0,22370,74,1,119676,0,0,0,0,0,0
1.0,19,1,8839,24,1,13952,16,1,6978,24,1,13952,16,1,7772,21,1,15923,14,1,8490,24,1,17848,0,0,0,0,0,0
0.0,-62,0,81930,-36,0,61731,-62,0,81930,-36,0,50274,-62,0,81930,-35,0,43007,-42,0,71358,-37,0,37770,0,0,0,0,0,0
0.0,-2,0,567,3,1,-468,-1,0,1325,0,1,2918,-1,0,1325,3,1,3391,-2,0,3416,4,1,4700,0,0,0,0,0,0
1.0,24,1,35810,24,1,38858,23,1,29635,28,1,47137,23,1,23692,28,1,50889,22,1,20272,30,1,52111,0,0,0,0,0,0
1.0,14,1,29691,17,1,37445,9,1,24979,17,1,37445,11,1,26137,19,1,38362,10,1,22631,22,1,45669,0,0,0,0,0,0
0.0,-44,0,67312,-40,0,51906,-44,0,68549,-38,0,44624,-44,0,73139,-36,0,38350,-44,0,75518,-36,0,39356,0,0,0,0,0,0
0.0,-32,0,30764,-31,0,24954,-41,0,38242,-30,0,21551,-41,0,39981,-28,0,19651,-41,0,40935,-30,0,19347,0,0,0,0,0,0
0.0,-27,0,26905,-21,0,22165,-10,0,28157,-23,0,22165,-16,0,33958,-8,0,19635,-16,0,35402,-7,0,17741,0,0,0,0,0,0
1.0,14,1,19830,15,1,21989,14,1,15746,15,1,22229,14,1,17705,18,1,23445,15,1,18657,15,1,24294,0,0,0,0,0,0
0.0,-26,0,12203,-23,0,5661,-26,0,12994,-20,0,4037,-26,0,12994,-22,0,6242,-20,0,13653,-23,0,6023,0,0,0,0,0,0
1.0,11,1,8645,11,1,9704,10,1,7712,0,1,11284,12,1,7724,18,1,13011,14,1,7879,18,1,13837,0,0,0,0,0,0
1.0,7,1,880,11,1,2835,7,1,-481,10,1,2341,8,1,-500,12,1,2341,5,1,-624,23,1,6855,0,0,0,0,0,0
1.0,14,1,8990,14,1,11964,13,1,5060,13,1,13449,12,1,6015,26,1,17351,12,1,7142,26,1,19531,0,0,0,0,0,0
1.0,13,1,32607,18,1,40233,9,1,27414,18,1,41283,9,1,22545,18,1,43226,-1,1,19059,18,1,46172,0,0,0,0,0,0
0.0,0,0,-332,0,1,-1840,-8,0,761,-3,1,-261,-14,0,2841,-1,1,-72,-12,0,5522,5,1,1555,0,0,0,0,0,0
0.0,-14,1,2475,-6,1,6981,-14,1,1300,-6,1,5806,-18,0,2828,-5,1,6981,-13,0,1217,0,1,8797,0,0,0,0,0,0
0.0,-37,0,41345,-36,0,27265,-38,0,33246,-36,0,20003,-44,0,57076,-35,0,17564,-44,0,61671,-34,0,16549,0,0,0,0,0,0
0.0,9,1,3539,14,1,5433,7,1,1348,3,1,5274,4,0,3908,1,1,4598,2,0,4651,5,1,5999,0,0,0,0,0,0
0.0,-40,0,45715,-35,0,35373,-48,0,62305,-34,0,31130,-47,0,67603,-33,0,27520,-52,0,80158,-32,0,25615,0,0,0,0,0,0
0.0,4,1,4110,7,1,6419,6,1,2490,9,1,7444,6,1,1536,9,1,7219,-2,0,4510,3,1,7801,0,0,0,0,0,0
1.0,2,1,16824,13,1,21683,-4,1,13371,13,1,21683,-2,1,11315,13,1,22789,-6,1,9571,10,1,25370,0,0,0,0,0,0
1.0,18,1,9298,21,1,10357,24,1,8790,71,1,94482,20,1,9010,70,1,97821,22,1,10902,74,1,103790,0,0,0,0,0,0
1.0,-1,1,10219,4,1,13609,-2,1,8040,4,1,13609,-1,1,6842,12,1,16227,2,1,6228,12,1,17104,0,0,0,0,0,0
0.0,-4,0,6231,-4,0,5322,-8,0,8768,-3,0,6182,-8,0,11297,-5,0,7109,-8,0,12805,-3,0,7969,0,0,0,0,0,0
0.0,-20,0,3179,-20,0,1081,-20,0,3179,-16,0,892,-21,0,4752,-17,0,1573,-21,0,5644,-17,0,1973,0,0,0,0,0,0
1.0,5,1,24677,5,1,26894,2,1,23399,5,1,27706,3,1,20578,7,1,27706,2,1,18151,14,1,35147,0,0,0,0,0,0
1.0,24,1,48275,27,1,54442,24,1,41975,31,1,56142,26,1,38169,33,1,58471,26,1,34419,35,1,65001,0,0,0,0,0,0
0.0,-24,0,19213,-23,0,15557,-29,0,20109,-22,0,14370,-29,0,20109,-24,0,13379,-34,0,28780,-21,0,11970,0,0,0,0,0,0
0.0,-5,1,9272,-5,1,11334,-34,0,30926,18,1,31332,-20,0,25760,18,1,32182,-22,0,26714,18,1,32182,0,0,0,0,0,0
1.0,16,1,24447,16,1,28362,4,1,19298,16,1,28362,4,1,17559,9,1,25709,4,1,15255,9,1,25709,0,0,0,0,0,0
1.0,39,1,40353,46,1,54054,37,1,37766,43,1,53784,34,1,36218,45,1,58447,37,1,34554,46,1,60524,0,0,0,0,0,0
0.0,-14,0,20413,-10,0,12730,-14,0,22300,-9,0,8502,-14,0,22300,-7,0,6458,-14,0,23123,-5,0,5087,0,0,0,0,0,0
1.0,-3,1,9149,8,1,13137,-4,1,6987,1,1,12070,-5,1,5933,1,1,12070,-5,1,5933,3,1,11165,0,0,0,0,0,0
0.0,-38,0,60187,-25,0,46266,-25,0,49493,-25,0,36470,-28,0,48956,-23,0,28021,-30,0,48956,-24,0,22532,0,0,0,0,0,0
1.0,14,1,20142,18,1,22655,4,1,16087,18,1,22655,1,1,11952,18,1,24100,4,1,9266,14,1,22290,0,0,0,0,0,0
1.0,1,1,5987,14,1,22329,0,1,5888,14,1,24268,3,1,6077,17,1,23507,-4,1,3411,21,1,29157,0,0,0,0,0,0
1.0,4,1,4346,8,1,5594,4,1,4137,17,1,29989,4,1,4646,51,1,52307,7,1,5578,58,1,85186,0,0,0,0,0,0
0.0,-25,0,13124,-22,0,11813,-25,0,14344,-20,0,10740,-26,0,15380,-19,0,10818,-27,0,16447,-21,0,10151,0,0,0,0,0,0
0.0,-25,0,16834,-25,0,13654,-50,0,62970,-5,0,12605,-63,0,67599,-11,0,11563,-70,0,121823,-9,0,10638,0,0,0,0,0,0
1.0,29,1,24916,32,1,31139,22,1,20576,29,1,27608,21,1,17146,32,1,33831,21,1,14017,32,1,33831,0,0,0,0,0,0
1.0,-6,1,5567,-5,1,6746,-5,0,4593,14,1,27999,-5,0,3737,14,1,26919,-4,0,4593,24,1,27944,0,0,0,0,0,0
0.0,7,0,412,8,1,2656,-1,0,3280,0,1,2212,-5,0,5005,-2,1,1342,-5,0,6788,0,1,4350,0,0,0,0,0,0
1.0,-1,1,5721,-1,1,8459,-5,1,2556,-2,1,6291,-9,1,1606,-3,1,6120,-9,1,1438,-2,1,12201,0,0,0,0,0,0
1.0,25,1,33171,26,1,38797,24,1,30122,20,1,35400,22,1,27031,25,1,32829,17,1,21839,32,1,54590,0,0,0,0,0,0
1.0,-1,1,15455,2,1,23939,2,1,13311,5,1,20780,2,1,11620,13,1,26561,-2,1,9949,13,1,26953,0,0,0,0,0,0
0.0,-36,0,51012,-20,0,38048,-17,0,41301,-16,0,31015,-20,0,42580,-12,0,25007,-16,0,39554,-15,0,19709,0,0,0,0,0,0
0.0,-32,0,30926,-26,0,20582,-32,0,30120,-19,0,16339,-32,0,30777,-22,0,14584,-32,0,30777,-18,0,12372,0,0,0,0,0,0
0.0,-34,0,38730,-29,0,25970,-22,0,28171,-21,0,16095,-29,0,27825,-17,0,10340,-29,0,27825,-18,0,6094,0,0,0,0,0,0
0.0,-14,0,1525,-5,0,-1599,-14,0,1363,-5,0,-2653,-17,0,2236,-5,1,184,-17,0,2841,-8,1,359,0,0,0,0,0,0
1.0,-18,0,2040,-12,1,6600,-17,1,1111,13,1,38675,-13,1,2628,18,1,46485,-13,1,3618,18,1,50321,0,0,0,0,0,0
0.0,-23,0,30910,-17,0,24102,-23,0,31951,-16,0,23084,-23,0,32911,-15,0,21862,-23,0,37869,-11,0,22226,0,0,0,0,0,0
0.0,-6,0,5897,-3,0,3905,-6,0,6762,-6,0,2658,-8,0,6745,-6,0,1906,-21,0,15933,-2,1,1980,0,0,0,0,0,0
1.0,34,1,34290,34,1,37477,20,1,28000,34,1,37388,19,1,24324,23,1,36447,19,1,20642,24,1,38824,0,0,0,0,0,0
0.0,-18,0,29884,-15,0,18071,-18,0,31597,-10,0,16653,-18,0,34980,-12,0,18373,-18,0,36156,-11,0,20656,0,0,0,0,0,0
1.0,7,1,10647,10,1,15464,5,1,7066,10,1,16392,7,1,9103,14,1,19256,3,1,9001,15,1,20453,0,0,0,0,0,0
0.0,-10,0,9280,-7,0,8199,-10,0,9525,-10,0,8079,-13,0,9649,-13,0,7657,-10,0,9984,-12,0,6711,0,0,0,0,0,0
1.0,25,1,37599,25,1,39441,24,1,36046,23,1,38666,18,1,36437,17,1,39057,18,1,37135,17,1,40196,0,0,0,0,0,0
1.0,-4,1,4409,-1,1,6307,1,1,4140,4,1,6801,1,1,3276,9,1,6180,-4,1,1609,9,1,7122,0,0,0,0,0,0
1.0,30,1,27723,33,1,39235,19,1,24018,33,1,39816,18,1,20848,33,1,42036,17,1,18081,33,1,43326,0,0,0,0,0,0
1.0,-12,1,7487,-9,1,10652,-13,1,7262,-9,1,10873,-13,1,7357,6,1,11218,-13,1,7357,-8,1,11827,0,0,0,0,0,0
0.0,-18,0,20763,-17,0,10438,-11,0,16669,-17,0,9315,-32,0,51355,-22,0,8163,-32,0,52871,-22,0,8164,0,0,0,0,0,0
1.0,16,1,47814,16,1,49657,7,1,34506,16,1,51477,9,1,29845,16,1,51477,8,1,25415,19,1,53257,0,0,0,0,0,0
1.0,-3,1,5975,-3,1,7126,-3,1,5175,8,1,9899,-3,1,3923,8,1,9899,-7,1,2907,14,1,10800,0,0,0,0,0,0
1.0,28,1,51346,28,1,56020,31,1,44849,31,1,49523,31,1,37922,32,1,62664,30,1,34169,43,1,68763,0,0,0,0,0,0
1.0,-4,1,4506,-3,1,5508,-5,1,3666,10,1,10831,-6,1,3537,11,1,11833,-6,1,3537,11,1,12918,0,0,0,0,0,0
1.0,29,1,39646,29,1,42103,26,1,33149,29,1,44383,22,1,30237,29,1,46474,24,1,31094,29,1,48299,0,0,0,0,0,0
1.0,38,1,36170,38,1,41245,32,1,31391,38,1,44549,31,1,25267,42,1,46766,30,1,21680,42,1,48878,0,0,0,0,0,0
0.0,-40,0,40327,-36,0,30869,-40,0,44773,-35,0,25950,-40,0,48105,-30,0,23825,-40,0,50152,-26,0,21820,0,0,0,0,0,0
1.0,-17,1,3823,-16,1,5474,-19,1,2675,-17,1,4883,-19,1,1546,-4,1,13452,-19,1,1000,-4,1,13452,0,0,0,0,0,0
1.0,7,1,28738,8,1,31794,6,1,22404,12,1,35322,6,1,18601,13,1,41877,5,1,16162,13,1,44014,0,0,0,0,0,0
1.0,9,1,5366,12,1,9294,2,1,6720,5,1,11635,6,1,8687,8,1,13427,-3,1,8435,9,1,15299,0,0,0,0,0,0
1.0,21,1,16474,21,1,21929,9,1,13048,18,1,20724,18,1,11291,43,1,45681,16,1,11662,43,1,45681,0,0,0,0,0,0
0.0,-31,0,11731,-19,0,7880,-26,0,14643,-18,0,5486,-28,0,14643,-20,0,4552,-28,0,16481,-26,0,4489,0,0,0,0,0,0
0.0,-40,0,50148,-35,0,38202,-40,0,50148,-29,0,31992,-40,0,55793,-24,0,26961,-40,0,61339,-27,0,20901,0,0,0,0,0,0
1.0,-1,1,14653,-4,1,15713,-5,1,7938,-4,1,16569,-5,1,6010,-2,1,16569,-5,1,5657,3,1,17576,0,0,0,0,0,0
1.0,29,1,34091,29,1,37595,25,1,28784,29,1,38419,21,1,24335,31,1,39944,20,1,21964,31,1,40768,0,0,0,0,0,0
0.0,-29,0,40918,-22,0,29497,-29,0,40918,-19,0,22510,-29,0,40918,-18,0,20968,-29,0,45562,-16,0,17430,0,0,0,0,0,0
0.0,-10,0,6985,-10,0,1003,-9,0,7634,-10,0,1513,-27,0,23430,-6,0,1129,-27,0,24709,0,1,198,0,0,0,0,0,0
0.0,-60,0,66368,-42,0,48328,-43,0,57081,-42,0,39635,-60,0,75496,-42,0,32911,-60,0,77761,-42,0,27801,0,0,0,0,0,0
0.0,-24,0,4414,-24,0,2540,-24,0,5827,-13,0,2628,-23,0,7001,-17,0,2670,-12,0,8118,-10,0,2628,0,0,0,0,0,0
1.0,17,1,32992,17,1,35727,15,1,24909,17,1,37680,12,1,21654,27,1,59871,14,1,19942,27,1,60751,0,0,0,0,0,0
0.0,-6,0,1438,-5,2,-1370,-17,0,19585,-4,0,-705,-17,0,22850,-4,0,233,-17,0,23570,-4,0,1628,0,0,0,0,0,0
0.0,-25,0,14217,-21,0,10284,-25,0,12830,-21,0,8835,-22,0,11533,-11,0,6002,-26,0,12768,-13,0,4322,0,0,0,0,0,0
1.0,32,1,48814,35,1,57525,26,1,45140,35,1,58405,25,1,40333,31,1,54888,25,1,35648,30,1,51442,0,0,0,0,0,0
0.0,-11,0,7679,-10,0,4697,-17,0,9582,-10,0,4697,-18,0,10943,-9,0,4697,-24,0,16614,-12,0,4636,0,0,0,0,0,0
1.0,13,1,30041,17,1,34169,13,1,21041,17,1,28137,12,1,16102,17,1,26337,12,1,14062,25,1,33728,0,0,0,0,0,0
0.0,-9,0,8793,-4,0,2062,-9,0,9835,-4,0,1472,-13,0,14746,-2,0,2164,-13,0,18544,-4,0,1508,0,0,0,0,0,0
0.0,-7,0,13720,-6,0,8200,-7,0,14716,1,0,2905,-12,0,15608,1,0,475,-9,0,17763,-1,0,1367,0,0,0,0,0,0
0.0,-10,0,1943,-6,0,879,-12,0,3554,-9,0,879,-12,0,3554,0,0,879,-15,0,4446,0,0,879,0,0,0,0,0,0
0.0,-4,0,6675,0,0,1305,-3,0,8910,-2,0,2265,-2,0,11620,-4,0,2265,-7,0,11620,5,0,2231,0,0,0,0,0,0
1.0,-1,1,7737,6,1,10486,-1,1,4820,6,1,10486,5,1,4158,8,1,10385,-1,1,4137,10,1,9516,0,0,0,0,0,0
1.0,11,1,29127,11,1,33439,10,1,23753,20,1,40351,6,1,21008,20,1,41337,6,1,20170,20,1,43223,0,0,0,0,0,0
0.0,-15,0,32533,-14,0,20720,-17,0,33698,-13,0,17415,-25,0,37642,-12,0,14764,-25,0,37642,-12,0,14860,0,0,0,0,0,0
0.0,-15,0,5905,-15,0,5095,-17,0,11051,-15,0,5095,-8,0,11430,-14,0,5095,-24,0,11980,-5,0,4858,0,0,0,0,0,0
0.0,-25,0,15579,-20,0,10743,-25,0,16620,-20,0,11058,-26,0,17924,-20,0,10021,-27,0,21265,-19,0,10021,0,0,0,0,0,0
0.0,-28,0,40335,-21,0,25136,-28,0,40335,-5,0,16104,-12,0,31656,-6,0,11895,-15,0,30582,-6,0,7842,0,0,0,0,0,0
1.0,5,1,17084,5,1,20461,4,1,13144,13,1,30553,-1,1,11976,13,1,30553,-1,1,9127,18,1,34757,0,0,0,0,0,0
1.0,20,1,24140,20,1,30860,19,1,20463,24,1,40657,12,1,19106,24,1,42461,16,1,19408,21,1,43352,0,0,0,0,0,0
0.0,-23,1,5527,-18,1,7323,-22,1,4123,-7,1,7946,-21,1,3246,-13,1,8702,-26,1,1863,-7,1,10835,0,0,0,0,0,0
1.0,-6,1,6457,1,1,13111,-2,1,5846,5,1,16146,-3,1,4884,12,1,19222,-4,1,3718,12,1,20225,0,0,0,0,0,0
1.0,0,1,10623,1,1,12059,0,1,8040,-1,1,10623,-1,1,6564,9,1,12919,-5,1,5591,9,1,13682,0,0,0,0,0,0
0.0,-12,0,6280,-12,0,5154,-21,0,13315,-16,0,5255,-33,0,27765,-19,0,7920,-42,0,59555,-22,0,8456,0,0,0,0,0,0
1.0,19,1,22300,19,1,24412,19,1,19761,19,1,22731,19,1,17965,20,1,21493,15,1,16039,11,1,22266,0,0,0,0,0,0
1.0,16,1,28421,20,1,33315,7,1,20648,20,1,35471,6,1,17153,20,1,36498,8,1,17153,20,1,37756,0,0,0,0,0,0
0.0,-41,0,30066,-40,0,26221,-40,0,28545,-39,0,26355,-38,0,29326,-35,0,27095,-21,0,39159,-34,0,27897,0,0,0,0,0,0
1.0,4,1,15361,7,1,21071,3,1,12812,7,1,21071,0,1,10908,12,1,25465,2,1,10783,12,1,25668,0,0,0,0,0,0
0.0,-41,0,49926,-30,0,36213,-48,0,64262,-32,0,29063,-39,0,56741,-32,0,25215,-39,0,53131,-31,0,23134,0,0,0,0,0,0
1.0,8,1,1494,11,1,6167,8,1,1494,9,1,8362,4,1,1442,9,1,8362,6,1,1297,14,1,10632,0,0,0,0,0,0
