orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
0.0,42064,917,1770,38737,256,12190,-39,22965,0,1912,24589,256,13137,-32,24072,0,1912,24589,256,13137,-33,19482,0,1912,20682,288,12131,-32,24072,0,1912,24589,256,13137,-33,19482,0,1912,20682,288,12926,-32
1.0,0,24827,22991,1228,344,11591,28,904,27006,26346,861,422,11591,19,904,20300,22024,861,422,11335,15,0,33255,37155,861,422,13267,23,0,27719,28492,861,422,11303,19,0,37401,39986,0,601,13866,23
1.0,1872,21323,20519,2520,1098,3458,6,1872,22439,21473,2520,1198,3458,6,1872,22439,21473,2520,1198,3458,6,1872,22439,21473,2520,1198,3458,6,1872,23321,21473,2520,1382,3458,6,1872,21714,21473,1732,846,3458,5
0.0,42794,3696,0,42048,274,10298,-22,23555,2044,0,24898,224,7779,-7,25363,2044,0,24898,236,8464,-8,17907,2044,0,20376,236,8464,-7,20236,0,0,20529,577,7498,-7,16721,932,0,17191,572,8841,-7
0.0,8794,838,1419,7222,186,2963,-12,4887,1841,1419,5140,77,720,4,5159,838,1419,4415,186,5114,-14,3048,1841,1419,4390,77,1436,2,4887,1841,2095,3770,77,720,-2,2183,1841,1419,4390,77,1436,5
1.0,0,16918,17921,0,49,13804,7,0,17689,20028,0,58,12428,8,0,16931,18883,0,66,12428,7,0,18843,22226,0,58,13345,10,0,18085,21081,0,112,13345,9,0,19609,23538,0,58,12323,10
0.0,10804,4631,5453,7867,132,4221,-6,5141,6711,5453,7867,155,1892,4,5141,4236,5453,5982,155,1892,1,5141,4236,6969,5982,162,1892,1,4362,4540,4331,7867,155,3835,-2,5141,4236,6969,5982,189,1892,1
1.0,0,107531,84116,883,4,29753,41,0,118755,92728,883,4,32227,48,0,104079,80265,883,4,24837,47,0,129630,98093,883,4,35240,54,0,119222,87679,883,4,31794,53,0,129630,98093,883,4,35240,54
0.0,39293,1101,3301,39314,174,16200,-19,18665,0,2493,21545,183,13259,-13,19646,0,3301,16464,195,14296,-19,14691,0,3301,14973,195,13460,-16,18446,0,2493,9760,245,15489,-15,13363,0,2493,5002,254,13455,-12
0.0,23858,3376,885,29166,10,4878,-40,15586,3913,885,17495,10,4674,-34,16477,3147,885,17495,24,3930,-35,14588,3913,885,18498,34,5468,-33,15484,3157,885,18498,34,5468,-33,13518,3157,885,17766,34,5468,-32
0.0,7547,5812,4107,8209,46,4740,-7,6558,5812,4107,9694,46,3264,-6,6597,4406,4107,9251,228,4740,-6,6558,5812,4107,9694,46,3264,-6,6597,4406,4107,12302,228,3967,-8,6597,5812,4107,11260,78,3967,-8
0.0,36433,402,2834,45956,53,11346,-28,21937,402,1713,27172,155,12118,-19,23427,402,2834,34039,155,12952,-19,19083,1119,3704,23318,155,12198,-18,19290,402,1713,25451,155,13863,-18,15801,1119,2583,18438,155,13109,-17
1.0,659,115525,108634,0,0,41781,64,0,135013,132686,0,0,50200,74,0,135013,132686,0,0,50200,74,0,141383,138079,0,0,50923,74,0,141383,138079,0,0,50923,74,0,150234,142958,0,0,50995,74
1.0,3792,7026,14765,7297,330,9410,-14,3792,7026,14765,3906,330,9410,-11,3792,7026,11007,4571,330,10224,-12,4868,8721,13142,4571,330,6645,-9,3792,6380,12892,7962,375,9237,-12,4868,8075,15027,7962,375,6166,-9
1.0,1735,7741,11066,2665,46,6656,-4,844,8504,12962,0,114,6543,0,4234,7095,12100,1819,126,8163,-7,846,13670,15588,923,290,5851,11,846,12813,12729,923,290,5851,4,846,14582,16329,923,290,5851,11
1.0,0,5398,3940,391,149,8811,6,604,6583,5586,0,174,8616,9,0,5987,4991,0,248,8811,11,0,5987,6468,0,254,8811,11,604,6583,5586,0,174,8616,11,0,7232,7495,0,168,8029,18
0.0,13106,2581,5149,10877,102,3843,-4,10030,2581,4027,9955,130,2228,1,9924,893,2855,8449,149,5302,-1,10030,2581,4027,9955,130,2228,1,9040,893,2855,8449,231,4218,-7,8209,2581,2855,9694,156,2914,5
1.0,1740,5638,6300,835,76,10217,-2,1740,6627,8161,835,196,11759,-2,1740,5668,8161,835,196,12446,-2,862,7300,8956,835,207,11805,-2,862,6341,8956,835,90,11751,-2,862,7686,8155,0,118,11370,0
0.0,8000,7000,6151,6587,142,6039,-3,8867,6284,6236,2702,205,5290,-1,4818,3987,4013,3457,182,3969,-2,8867,4518,7297,2702,205,7046,-3,4818,3987,2901,1443,188,4642,-2,8867,5172,8469,1948,208,7575,-2
0.0,37739,0,805,36972,31,9096,-38,24226,680,805,30154,44,7271,-32,24226,0,805,31823,44,7271,-32,23419,680,805,31261,97,7929,-27,23419,0,805,32930,97,7929,-27,22024,0,1707,29789,111,10019,-26
1.0,1281,20645,21347,6004,101,4976,3,2414,26754,29114,5029,152,5507,6,2414,24147,25730,4034,152,5507,3,1281,26904,29469,5029,204,6477,6,2414,21000,27018,5029,152,4303,3,2414,27669,30483,5029,204,6477,6
0.0,24812,0,1003,24390,297,9515,-30,15250,764,0,12849,304,9342,-22,17390,790,0,14673,304,8089,-22,13509,1554,1058,10441,310,10264,-21,17390,790,0,14673,304,8089,-22,13509,1554,1058,10441,310,10264,-21
0.0,27687,2042,885,29937,108,8859,-11,15877,1051,885,14222,130,6677,-6,22925,2728,885,24484,119,7168,-9,17100,2728,0,22616,119,7168,-8,22925,2728,885,24484,119,7168,-9,17100,2728,0,22616,119,7168,-8
0.0,13505,2955,3399,8098,365,1852,0,9165,5433,3399,4542,365,3356,2,9530,3601,4190,8264,411,2544,2,7255,4317,3385,4542,365,4041,-1,8441,3432,4190,5621,441,2544,0,7608,5433,4190,5621,414,3229,3
0.0,3822,1717,9088,1690,233,5577,-14,3822,1717,9980,889,233,5577,-10,3822,1717,7967,1690,233,6646,-14,7866,2473,10444,3204,233,5475,-16,3822,506,6198,1690,238,6646,-14,7866,506,10213,2403,246,6218,-21
0.0,33681,0,0,31186,65,18882,-37,28588,0,0,26576,65,17378,-36,39001,0,0,33155,7,20273,-41,31339,0,0,28695,83,17378,-38,41106,0,0,35310,83,22275,-43,34838,0,0,31138,83,21481,-40
1.0,806,42243,34510,0,116,13033,29,0,45379,38525,0,116,13845,26,0,35710,32861,0,116,13845,18,806,46430,42360,0,133,13390,29,0,45183,35826,0,116,13111,21,0,46430,43305,0,133,14002,29
1.0,4154,3476,9216,4369,35,6958,-7,2858,3476,10506,1713,35,6234,-4,2858,2381,9029,1713,35,6234,-5,2858,3476,10506,1713,35,6234,-4,2858,2381,9029,1713,35,6234,-5,925,4076,10154,1713,60,6234,-4
1.0,2787,35624,35746,1231,23,18970,11,2787,37330,40587,0,23,21418,11,2787,25923,34534,0,23,17447,10,1890,37330,40587,0,33,21590,16,1051,32875,37568,733,23,19195,12,1051,45822,47837,0,36,21590,22
1.0,1020,20969,14510,2716,805,7470,3,1020,27733,19173,2716,785,8139,8,1020,22696,16797,2716,805,8585,1,1020,27733,19173,2716,805,8585,8,1020,27020,18002,2716,805,9169,4,0,28571,21031,2716,787,7467,11
1.0,1494,29748,36914,701,156,13953,28,1494,32421,39073,701,156,14774,28,0,30678,33491,701,328,13915,27,1494,32421,39073,701,156,14774,28,0,30678,33491,701,328,13915,27,1494,33705,40596,0,205,14279,29
1.0,2996,5807,6652,0,249,9468,9,0,37026,28197,0,213,20174,35,0,28295,23250,0,213,19293,26,0,33220,32190,0,213,19407,32,0,26059,27483,0,213,19407,23,0,41513,41699,0,213,24072,29
1.0,1087,10839,17267,729,40,9260,25,1087,10839,19368,729,40,11130,25,1813,7416,15959,1703,40,10872,24,1813,7416,17107,1703,40,10872,24,755,9346,12232,0,71,9750,16,0,10409,15237,0,51,9087,17
0.0,6456,3118,2030,9598,268,2649,-17,4311,3760,2030,6752,268,3326,-14,7629,3760,6919,6333,259,4582,-3,5877,3760,6919,6333,259,4582,-3,7502,3066,2030,10112,268,4186,-17,6628,3066,2030,10112,327,7604,-17
1.0,0,55907,55887,0,33,29846,25,0,59788,60055,0,33,32545,27,0,49997,51884,0,33,25768,30,0,59486,61622,0,33,28711,31,0,55921,54272,0,33,26074,30,0,68785,69666,0,33,31259,37
0.0,29882,1363,2361,17836,9,11243,-20,15740,1363,2361,11038,9,10969,-19,16725,1363,2361,11737,9,10867,-20,12594,2253,2361,10733,18,11730,-17,13727,1363,2361,10851,9,9202,-20,10692,2253,2361,9847,18,10065,-17
1.0,0,49434,37269,818,17,16111,17,0,53384,40016,0,17,16889,19,0,45685,30360,0,17,16889,18,0,53384,40016,0,17,16889,19,0,43296,32985,0,17,15430,15,0,55575,40016,0,17,17713,21
1.0,1800,8806,12431,676,217,9901,4,1800,10142,15922,0,178,12337,13,1800,9318,13489,0,178,12902,12,1006,17028,22472,0,141,11811,19,1006,11711,19072,676,141,10930,12,1006,20937,30035,0,96,14750,28
1.0,1787,24988,28746,0,67,19035,25,948,36156,37621,0,60,22682,31,948,30934,30543,0,60,19211,27,0,37181,38796,0,60,23046,31,0,29939,32503,0,60,20132,24,0,34056,42664,0,48,19823,35
1.0,2051,11722,15870,0,124,9352,18,1006,11722,17433,0,130,8430,18,1006,10301,15315,0,124,10125,13,1006,11722,17433,0,130,8430,18,1006,11722,15383,0,226,9352,18,1006,12634,17446,0,130,7783,17
1.0,0,101247,83963,0,131,34932,56,0,111547,95466,0,131,36840,62,0,94065,79181,0,131,33642,39,0,98314,83581,0,0,34986,42,0,82041,74794,920,0,31329,41,0,102562,86581,0,0,36550,46
1.0,6084,7481,7618,715,169,7708,-7,6084,8275,9843,715,198,11726,-7,6084,6696,8671,715,198,10867,-7,6084,8275,9843,715,198,11726,-7,6084,6696,8671,715,198,10867,-7,919,66171,61511,0,104,20026,35
1.0,0,45772,46444,0,34,14521,31,0,55838,62992,0,34,19359,39,0,49151,55775,0,34,18480,38,0,70858,75275,0,34,23827,46,0,64992,65579,0,34,19661,43,0,71897,77060,0,34,23827,46
1.0,894,11350,6174,2015,0,4416,3,894,12341,7965,1461,13,4416,3,894,12341,6926,1461,13,4416,2,894,12341,7965,1461,13,4416,3,894,12341,6926,1461,41,4416,2,1844,10250,8720,1461,195,4874,4
0.0,19133,1743,2633,19019,6,7705,-15,15015,4607,2633,13964,27,9101,-5,13669,1743,1794,11005,8,7436,-11,12316,4607,1794,11989,27,8248,-5,12316,3140,2633,11005,27,7220,-10,11397,4607,2633,11005,27,8638,-7
0.0,14005,10505,11005,19642,1080,2214,-2,10364,10505,11005,15234,1080,2724,4,10364,7509,11005,15234,1080,2165,0,10364,10505,11005,15234,1128,2724,4,12070,10505,9884,15910,1401,3541,1,10364,10505,11005,15234,1128,2724,4
1.0,3655,14299,11683,4451,154,6364,-1,3615,22888,17353,3908,154,3211,10,3051,15565,14452,4451,154,5423,4,3615,22888,18177,3908,154,3211,10,3011,22181,16482,3908,154,3211,10,3011,23182,16642,1949,198,3567,11
0.0,39312,2543,0,38622,350,9166,-19,23727,680,0,23612,458,2748,-11,25021,0,0,26009,557,7900,-11,21730,794,0,18583,535,9142,-6,21937,0,0,21000,636,4644,-10,19323,0,0,17622,636,3232,-6
0.0,11847,1042,5857,12054,31,4745,-4,2478,1042,7054,7761,58,3217,0,4840,1902,8510,8685,21,3996,5,2478,1902,9680,7573,21,3996,8,4840,2745,8510,8685,21,3996,5,4840,2745,7630,5413,41,3996,7
0.0,2450,5644,5691,5984,24,10909,-12,2450,11008,10755,1296,24,13343,-2,2450,9178,9023,1296,24,12412,-8,2450,11008,10755,1296,24,13343,-2,2450,11008,10755,2435,24,13343,-2,1463,11627,11598,0,24,13343,-2
1.0,1209,47360,39483,0,22,21528,10,1209,61200,46872,0,22,24085,24,1209,50990,38762,0,22,24085,13,1209,61200,46872,0,22,24085,24,1209,54423,41011,0,22,23008,16,1209,61200,47735,0,22,24085,24
0.0,27108,2836,0,32762,252,5922,-33,26146,2836,0,32762,252,5347,-32,27948,2000,0,32992,18,6450,-31,27092,2000,0,36982,89,5347,-32,27092,2000,0,36982,89,5922,-32,26920,2000,0,33493,89,5875,-32
1.0,1202,31442,30791,478,32,11311,10,1202,35186,35582,0,32,10690,12,1202,26151,28307,0,32,8192,5,1202,36740,35582,0,32,12471,12,1202,26755,29463,586,32,10551,7,1987,37702,37778,0,243,9924,12
1.0,1802,10354,23313,1302,95,7955,11,809,13699,27305,807,202,9326,24,809,11619,23264,807,202,8391,21,809,13699,27305,807,202,9326,24,809,13636,23936,807,202,8525,19,0,14442,29808,1807,289,7818,27
1.0,4584,10673,10577,9543,148,5800,-8,3645,10673,10577,8828,193,4895,-7,3645,9976,10577,9628,249,4895,-4,2879,10673,10577,8118,351,5494,1,3645,9087,9786,8118,279,5494,-5,2879,11429,11420,8118,519,5494,1
1.0,4017,11951,7890,2397,77,4916,-3,2531,26046,25881,1029,77,6562,8,2531,23980,20549,1029,77,4681,2,2531,26046,26258,1029,103,6562,9,2531,21089,22574,1029,77,7492,7,2531,26283,28983,0,120,9004,8
0.0,66387,0,0,69772,66,15259,-42,46505,915,0,48684,66,14308,-32,49290,915,0,45110,82,14347,-33,40203,915,0,39470,82,13336,-32,44838,915,0,41203,111,15383,-32,38020,915,0,33584,111,14410,-31
1.0,720,41372,37771,0,86,11071,21,720,52342,55358,0,86,16547,24,720,41374,47268,0,145,14087,23,720,53705,55511,0,86,17121,30,1611,51331,52062,0,118,17862,30,720,60679,63758,0,86,21436,34
1.0,0,7677,9181,543,33,6354,13,0,7677,11084,543,38,6354,16,0,7677,9779,543,121,5693,16,0,136268,116343,0,0,45171,74,0,118478,98495,0,0,37352,48,0,137899,119676,0,0,45171,74
1.0,1107,16723,9774,935,137,13367,19,1107,19506,14887,935,107,13366,24,1107,18049,12842,935,257,15426,17,1107,15576,16858,935,107,13375,21,1107,15729,13894,935,116,13652,21,1107,20340,18783,935,107,14827,24
0.0,83100,1170,801,86820,18,25729,-62,50274,0,0,53261,18,20358,-36,53483,0,0,53797,18,23565,-36,43007,0,0,46341,18,22885,-35,45954,0,0,46381,18,23847,-37,37770,0,0,47038,18,21368,-37
0.0,6954,6387,6411,10258,796,5727,-2,3522,4314,6411,3493,801,6133,0,3522,4314,5544,3493,801,6133,0,5639,4314,7766,4375,927,6959,3,5639,4314,7766,4870,1004,7561,3,3522,4314,7766,3066,1004,7561,4
1.0,0,37374,36939,1129,181,20516,24,0,54107,47976,839,181,25092,28,0,39907,36696,839,181,23275,27,0,54064,50889,0,199,25830,28,925,44224,40226,0,199,22475,29,0,53879,52111,0,199,25830,30
1.0,0,32230,31407,1716,266,7119,14,0,42052,38462,1017,226,8502,17,0,36104,32231,699,266,5915,16,0,44018,38362,0,142,7298,19,0,39543,32870,0,142,7298,13,0,48195,45669,0,142,8502,22
0.0,67312,0,1925,55671,100,17876,-44,44624,0,1016,34736,100,12884,-38,48307,838,1925,37924,104,12957,-39,38350,0,1925,32109,104,13530,-36,48307,838,1925,37924,104,12957,-39,38350,0,1925,32109,104,13530,-36
0.0,30764,0,0,27139,10,12251,-32,21551,0,0,14643,10,10174,-30,23290,0,0,14643,11,10743,-31,19651,0,860,12031,14,10743,-28,21972,0,0,19753,15,11516,-33,19347,0,860,17141,18,11516,-30
0.0,27881,976,1890,25674,440,12411,-27,23141,976,1890,19654,466,10227,-23,24682,976,1090,24239,440,7775,-9,20611,976,1090,17886,440,5357,-8,22257,2018,1982,21070,455,8428,-8,19759,2018,1982,14717,455,6010,-7
1.0,2946,26900,20792,962,65,3271,14,2946,22079,22229,0,65,4149,15,2946,22079,22229,0,78,4149,14,2946,23728,23445,0,144,4149,18,2946,23728,23445,0,157,4149,17,2946,24767,24294,0,170,4149,17
0.0,15760,3557,4238,18310,55,5781,-26,7594,3557,4238,9294,114,5343,-20,10662,3557,4238,12738,114,6383,-23,7594,3557,4238,9294,114,5343,-20,9008,1940,3070,11629,185,6181,-23,7963,1940,3801,11629,192,7011,-23
1.0,0,8303,9353,708,167,4033,11,657,8142,11992,708,45,3953,0,657,8142,11992,708,45,3953,0,0,12805,14715,1704,182,4414,18,657,8142,12961,708,247,3953,0,0,55440,42148,0,76,20326,44
1.0,2735,6473,5340,4460,36,9346,7,1003,6473,5340,2505,88,7575,13,1769,6473,3979,2505,103,7616,10,1003,6473,5340,2505,88,7575,13,1769,7231,4038,2505,179,8082,12,1047,7948,8531,1984,81,8077,21
1.0,2952,8754,12070,3080,19,6804,14,2062,5959,16529,3080,19,7356,13,1109,9592,15937,3080,19,8843,16,1109,19171,20431,3080,67,8359,26,1109,17299,18560,3080,67,8359,23,1109,19817,22611,3080,67,8940,26
1.0,0,25051,32607,0,259,7409,13,0,32886,41283,0,224,8986,18,0,25654,34045,0,237,8986,7,0,32853,43226,0,195,11459,18,0,25835,35407,0,195,9635,14,0,36889,46172,0,213,12163,18
0.0,6742,7074,2606,5436,152,6127,0,5784,6721,4185,4446,149,4022,-3,4986,7034,1779,4446,153,5638,-6,5784,8244,4374,4446,149,4931,-1,4159,7647,2579,4446,188,6140,-4,5784,9407,6001,4446,166,6138,5
0.0,1704,1605,3630,1155,62,5047,-14,925,1605,6981,0,49,6763,-6,714,970,4902,0,75,6320,-7,1783,5692,7769,0,112,9470,0,0,0,5732,0,82,5909,-6,2497,5692,7967,0,211,9470,-1
0.0,41345,0,0,42547,9,16380,-37,20003,0,0,21860,9,13371,-36,21959,0,0,24690,9,14715,-37,17564,0,0,19762,29,13371,-35,19520,0,0,20881,29,14715,-36,16549,0,0,16841,29,14538,-34
0.0,4923,3678,6427,2888,447,6611,9,5984,5825,8321,2888,745,6927,14,4791,5481,8158,3754,447,6539,3,4791,6304,9028,3754,447,6539,3,5488,4655,10706,7024,663,6848,9,7673,8660,11024,5025,1725,4979,5
0.0,45715,0,0,40327,39,13011,-40,31130,0,909,32311,39,11415,-34,32596,0,909,32967,39,11415,-34,27520,0,909,23212,39,10079,-33,28893,0,909,26544,39,11908,-34,25615,0,0,25570,40,10630,-32
0.0,5183,5860,7804,3694,300,3746,4,3066,4727,10097,2653,402,4524,9,1202,4274,6850,1638,307,4472,4,1202,4274,9123,1638,307,5258,7,4486,3904,9237,3600,414,3626,2,2747,3904,9237,1436,440,4635,3
1.0,1089,17902,17416,592,469,3124,2,1089,21959,23158,1475,478,3124,13,2231,20362,20009,2583,478,2259,9,1089,21297,24264,1475,623,3124,13,1089,19894,20086,1475,599,4054,4,1089,24114,26845,1475,599,3124,10
1.0,0,6046,9298,0,550,4881,18,0,115763,94482,0,40,39203,71,0,102502,78628,0,40,37455,47,0,117156,97821,0,36,34750,70,0,104010,82130,0,36,33002,46,0,124540,103790,0,36,39000,74
